id,name,state,district,type,totalParcels,acquiredParcels,compensationPaid,legalCases,approvalDays,complexity,latitude,longitude,landowners,compensationBudgetCr,approvalsPending,clearanceStatus,expectedCompletion,agency,pendingParcels,progress,syntheticDelayDays,syntheticDelayedOver90Days,source
SYN-005470,Synthetic acquisition 5470,Synthetic region,Synthetic district,Power,4459,2646,4.26,6,97,1,0.0,0.0,,644.82,5,,,,,,107,1,"Synthetic — simulated, not government data"
SYN-005471,Synthetic acquisition 5471,Synthetic region,Synthetic district,Power,2908,1371,58.2,9,103,2,0.0,0.0,5113,1179.24,6,,,,,,114,1,"Synthetic — simulated, not government data"
SYN-005472,Synthetic acquisition 5472,Synthetic region,Synthetic district,Road infrastructure,1886,151,14.02,20,66,4,0.0,0.0,5024,745.84,1,,,,,,162,1,"Synthetic — simulated, not government data"
SYN-005473,Synthetic acquisition 5473,Synthetic region,Synthetic district,Highway,4259,2563,51.91,11,178,4,0.0,0.0,9313,741.53,7,,,,,,150,1,"Synthetic — simulated, not government data"
SYN-005474,Synthetic acquisition 5474,Synthetic region,Synthetic district,Industrial,2889,687,23.38,13,27,2,0.0,0.0,3727,,8,,,,,,162,1,"Synthetic — simulated, not government data"
SYN-005475,Synthetic acquisition 5475,Synthetic region,Synthetic district,Industrial,4351,1292,40.31,8,151,3,0.0,0.0,4414,1887.77,3,,,,,,131,1,"Synthetic — simulated, not government data"
SYN-005476,Synthetic acquisition 5476,Synthetic region,Synthetic district,Road infrastructure,2708,2552,100.0,4,28,1,0.0,0.0,,1372.4,2,,,,,,44,0,"Synthetic — simulated, not government data"
SYN-005477,Synthetic acquisition 5477,Synthetic region,Synthetic district,Road infrastructure,111,59,22.63,12,43,5,0.0,0.0,148,77.74,0,,,,,,89,0,"Synthetic — simulated, not government data"
SYN-005478,Synthetic acquisition 5478,Synthetic region,Synthetic district,Road infrastructure,400,201,31.59,12,106,2,0.0,0.0,524,191.29,,,,,,,126,1,"Synthetic — simulated, not government data"
SYN-005479,Synthetic acquisition 5479,Synthetic region,Synthetic district,Industrial,4504,2661,71.51,6,9,5,0.0,0.0,8488,3393.04,1,,,,,,74,0,"Synthetic — simulated, not government data"
SYN-005480,Synthetic acquisition 5480,Synthetic region,Synthetic district,Industrial,4808,2762,18.99,5,85,3,0.0,0.0,4856,2890.49,4,,,,,,113,1,"Synthetic — simulated, not government data"
SYN-005481,Synthetic acquisition 5481,Synthetic region,Synthetic district,Highway,3929,1773,63.76,5,123,1,0.0,0.0,6169,1503.51,3,,,,,,106,1,"Synthetic — simulated, not government data"
SYN-005482,Synthetic acquisition 5482,Synthetic region,Synthetic district,Road infrastructure,2847,1854,40.99,4,48,2,0.0,0.0,5588,1388.45,5,,,,,,76,0,"Synthetic — simulated, not government data"
SYN-005483,Synthetic acquisition 5483,Synthetic region,Synthetic district,Power,345,218,78.19,8,14,1,0.0,0.0,506,147.71,0,,,,,,32,0,"Synthetic — simulated, not government data"
SYN-005484,Synthetic acquisition 5484,Synthetic region,Synthetic district,Irrigation,4259,2570,48.34,10,82,1,0.0,0.0,,,8,,,,,,124,1,"Synthetic — simulated, not government data"
SYN-005485,Synthetic acquisition 5485,Synthetic region,Synthetic district,Railway,4699,1131,8.26,7,100,5,0.0,0.0,11120,2230.77,4,,,,,,136,1,"Synthetic — simulated, not government data"
SYN-005486,Synthetic acquisition 5486,Synthetic region,Synthetic district,Industrial,3783,2858,62.45,6,0,2,0.0,0.0,6938,2558.82,0,,,,,,78,0,"Synthetic — simulated, not government data"
SYN-005487,Synthetic acquisition 5487,Synthetic region,Synthetic district,Railway,2184,1675,59.13,4,137,3,0.0,0.0,4720,1922.12,8,,,,,,100,1,"Synthetic — simulated, not government data"
SYN-005488,Synthetic acquisition 5488,Synthetic region,Synthetic district,Industrial,256,188,100.0,5,17,5,0.0,0.0,358,150.96,5,,,,,,66,0,"Synthetic — simulated, not government data"
SYN-005489,Synthetic acquisition 5489,Synthetic region,Synthetic district,Irrigation,4418,2689,81.6,5,93,1,0.0,0.0,5593,2362.86,8,,,,,,74,0,"Synthetic — simulated, not government data"
SYN-005490,Synthetic acquisition 5490,Synthetic region,Synthetic district,Highway,269,205,92.66,12,68,3,0.0,0.0,,,6,,,,,,53,0,"Synthetic — simulated, not government data"
SYN-005491,Synthetic acquisition 5491,Synthetic region,Synthetic district,Irrigation,2212,1901,100.0,5,62,5,0.0,0.0,3113,1078.21,5,,,,,,63,0,"Synthetic — simulated, not government data"
SYN-005492,Synthetic acquisition 5492,Synthetic region,Synthetic district,Road infrastructure,742,525,58.95,5,97,2,0.0,0.0,1177,497.05,,,,,,,77,0,"Synthetic — simulated, not government data"
SYN-005493,Synthetic acquisition 5493,Synthetic region,Synthetic district,Power,1330,450,57.09,19,52,2,0.0,0.0,1515,148.17,3,,,,,,99,1,"Synthetic — simulated, not government data"
SYN-005494,Synthetic acquisition 5494,Synthetic region,Synthetic district,Railway,1680,568,44.31,12,76,1,0.0,0.0,2161,567.18,7,,,,,,124,1,"Synthetic — simulated, not government data"
SYN-005495,Synthetic acquisition 5495,Synthetic region,Synthetic district,Irrigation,631,194,32.29,16,128,3,0.0,0.0,833,470.75,7,,,,,,148,1,"Synthetic — simulated, not government data"
SYN-005496,Synthetic acquisition 5496,Synthetic region,Synthetic district,Railway,4564,2251,85.12,8,113,1,0.0,0.0,,901.96,8,,,,,,114,1,"Synthetic — simulated, not government data"
SYN-005497,Synthetic acquisition 5497,Synthetic region,Synthetic district,Industrial,2596,1768,35.05,3,105,3,0.0,0.0,3017,447.5,3,,,,,,83,0,"Synthetic — simulated, not government data"
SYN-005498,Synthetic acquisition 5498,Synthetic region,Synthetic district,Road infrastructure,1511,1266,82.29,6,29,2,0.0,0.0,3025,1352.65,5,,,,,,66,0,"Synthetic — simulated, not government data"
SYN-005499,Synthetic acquisition 5499,Synthetic region,Synthetic district,Road infrastructure,2350,554,58.94,11,8,1,0.0,0.0,3169,565.04,,,,,,,92,1,"Synthetic — simulated, not government data"
SYN-005500,Synthetic acquisition 5500,Synthetic region,Synthetic district,Railway,3418,1454,85.08,14,43,5,0.0,0.0,4659,1688.16,4,,,,,,112,1,"Synthetic — simulated, not government data"
SYN-005501,Synthetic acquisition 5501,Synthetic region,Synthetic district,Highway,3531,1300,70.64,10,88,5,0.0,0.0,4953,514.21,3,,,,,,111,1,"Synthetic — simulated, not government data"
SYN-005502,Synthetic acquisition 5502,Synthetic region,Synthetic district,Power,4655,1048,72.55,10,18,2,0.0,0.0,,1614.64,0,,,,,,61,0,"Synthetic — simulated, not government data"
SYN-005503,Synthetic acquisition 5503,Synthetic region,Synthetic district,Railway,711,236,25.33,19,45,4,0.0,0.0,1476,253.57,6,,,,,,140,1,"Synthetic — simulated, not government data"
SYN-005504,Synthetic acquisition 5504,Synthetic region,Synthetic district,Highway,585,104,61.07,16,62,3,0.0,0.0,1305,172.68,3,,,,,,115,1,"Synthetic — simulated, not government data"
SYN-005505,Synthetic acquisition 5505,Synthetic region,Synthetic district,Industrial,4535,3955,60.95,4,21,4,0.0,0.0,,493.8,1,,,,,,44,0,"Synthetic — simulated, not government data"
SYN-005506,Synthetic acquisition 5506,Synthetic region,Synthetic district,Highway,4526,288,1.03,9,155,3,0.0,0.0,8210,1896.52,3,,,,,,157,1,"Synthetic — simulated, not government data"
SYN-005507,Synthetic acquisition 5507,Synthetic region,Synthetic district,Industrial,3039,2101,73.44,10,50,5,0.0,0.0,7810,,1,,,,,,90,0,"Synthetic — simulated, not government data"
SYN-005508,Synthetic acquisition 5508,Synthetic region,Synthetic district,Railway,4399,2971,55.99,8,68,2,0.0,0.0,12290,1273.6,7,,,,,,114,1,"Synthetic — simulated, not government data"
SYN-005509,Synthetic acquisition 5509,Synthetic region,Synthetic district,Road infrastructure,3755,708,0.0,14,27,2,0.0,0.0,7450,1438.83,5,,,,,,155,1,"Synthetic — simulated, not government data"
SYN-005510,Synthetic acquisition 5510,Synthetic region,Synthetic district,Railway,471,310,44.56,3,17,4,0.0,0.0,1082,,5,,,,,,108,1,"Synthetic — simulated, not government data"
SYN-005511,Synthetic acquisition 5511,Synthetic region,Synthetic district,Road infrastructure,4723,2861,37.21,9,114,5,0.0,0.0,,3273.19,4,,,,,,130,1,"Synthetic — simulated, not government data"
SYN-005512,Synthetic acquisition 5512,Synthetic region,Synthetic district,Railway,4634,2396,43.4,5,105,1,0.0,0.0,7869,,3,,,,,,91,1,"Synthetic — simulated, not government data"
SYN-005513,Synthetic acquisition 5513,Synthetic region,Synthetic district,Road infrastructure,3728,2181,35.75,6,20,2,0.0,0.0,,2940.5,1,,,,,,82,0,"Synthetic — simulated, not government data"
SYN-005514,Synthetic acquisition 5514,Synthetic region,Synthetic district,Railway,620,206,64.82,8,1,4,0.0,0.0,845,198.15,5,,,,,,66,0,"Synthetic — simulated, not government data"
SYN-005515,Synthetic acquisition 5515,Synthetic region,Synthetic district,Road infrastructure,3140,2377,100.0,5,38,1,0.0,0.0,,2651.13,,,,,,,65,0,"Synthetic — simulated, not government data"
SYN-005516,Synthetic acquisition 5516,Synthetic region,Synthetic district,Industrial,3303,1233,5.46,13,44,4,0.0,0.0,9146,1856.74,2,,,,,,123,1,"Synthetic — simulated, not government data"
SYN-005517,Synthetic acquisition 5517,Synthetic region,Synthetic district,Industrial,1358,471,47.04,15,69,2,0.0,0.0,1867,220.61,2,,,,,,118,1,"Synthetic — simulated, not government data"
SYN-005518,Synthetic acquisition 5518,Synthetic region,Synthetic district,Highway,4812,3281,100.0,8,114,1,0.0,0.0,9059,938.13,5,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-005519,Synthetic acquisition 5519,Synthetic region,Synthetic district,Irrigation,4610,3121,49.41,8,156,2,0.0,0.0,5456,1220.46,3,,,,,,99,1,"Synthetic — simulated, not government data"
SYN-005520,Synthetic acquisition 5520,Synthetic region,Synthetic district,Highway,1604,665,31.31,13,89,4,0.0,0.0,3458,,4,,,,,,118,1,"Synthetic — simulated, not government data"
SYN-005521,Synthetic acquisition 5521,Synthetic region,Synthetic district,Industrial,1364,219,34.47,11,71,1,0.0,0.0,1977,319.62,2,,,,,,135,1,"Synthetic — simulated, not government data"
SYN-005522,Synthetic acquisition 5522,Synthetic region,Synthetic district,Industrial,2716,712,52.19,10,167,3,0.0,0.0,4524,1270.21,5,,,,,,199,1,"Synthetic — simulated, not government data"
SYN-005523,Synthetic acquisition 5523,Synthetic region,Synthetic district,Industrial,3070,2403,67.03,5,167,3,0.0,0.0,7444,2677.18,1,,,,,,129,1,"Synthetic — simulated, not government data"
SYN-005524,Synthetic acquisition 5524,Synthetic region,Synthetic district,Irrigation,1052,509,72.44,11,39,3,0.0,0.0,1218,,2,,,,,,89,0,"Synthetic — simulated, not government data"
SYN-005525,Synthetic acquisition 5525,Synthetic region,Synthetic district,Road infrastructure,971,600,69.77,6,175,2,0.0,0.0,1118,,4,,,,,,97,1,"Synthetic — simulated, not government data"
SYN-005526,Synthetic acquisition 5526,Synthetic region,Synthetic district,Highway,3372,2490,62.26,2,150,5,0.0,0.0,4269,,5,,,,,,92,1,"Synthetic — simulated, not government data"
SYN-005527,Synthetic acquisition 5527,Synthetic region,Synthetic district,Railway,976,455,38.53,10,74,5,0.0,0.0,2295,724.89,6,,,,,,112,1,"Synthetic — simulated, not government data"
SYN-005528,Synthetic acquisition 5528,Synthetic region,Synthetic district,Irrigation,1136,270,54.03,15,88,4,0.0,0.0,2497,156.38,1,,,,,,108,1,"Synthetic — simulated, not government data"
SYN-005529,Synthetic acquisition 5529,Synthetic region,Synthetic district,Road infrastructure,1259,1026,64.0,3,31,1,0.0,0.0,,396.53,4,,,,,,50,0,"Synthetic — simulated, not government data"
SYN-005530,Synthetic acquisition 5530,Synthetic region,Synthetic district,Industrial,97,38,44.72,10,77,5,0.0,0.0,250,52.3,3,,,,,,145,1,"Synthetic — simulated, not government data"
SYN-005531,Synthetic acquisition 5531,Synthetic region,Synthetic district,Industrial,2157,577,25.15,9,46,1,0.0,0.0,4507,,4,,,,,,152,1,"Synthetic — simulated, not government data"
SYN-005532,Synthetic acquisition 5532,Synthetic region,Synthetic district,Irrigation,1539,629,23.04,7,42,2,0.0,0.0,1910,,6,,,,,,120,1,"Synthetic — simulated, not government data"
SYN-005533,Synthetic acquisition 5533,Synthetic region,Synthetic district,Road infrastructure,116,52,43.35,11,40,3,0.0,0.0,150,,6,,,,,,97,1,"Synthetic — simulated, not government data"
SYN-005534,Synthetic acquisition 5534,Synthetic region,Synthetic district,Road infrastructure,1803,1051,37.12,6,137,1,0.0,0.0,,555.15,4,,,,,,77,0,"Synthetic — simulated, not government data"
SYN-005535,Synthetic acquisition 5535,Synthetic region,Synthetic district,Irrigation,4292,631,53.49,8,35,3,0.0,0.0,7635,2323.62,2,,,,,,128,1,"Synthetic — simulated, not government data"
SYN-005536,Synthetic acquisition 5536,Synthetic region,Synthetic district,Industrial,144,81,65.96,15,85,5,0.0,0.0,174,95.2,1,,,,,,84,0,"Synthetic — simulated, not government data"
SYN-005537,Synthetic acquisition 5537,Synthetic region,Synthetic district,Power,697,573,62.36,5,118,3,0.0,0.0,,406.99,1,,,,,,60,0,"Synthetic — simulated, not government data"
SYN-005538,Synthetic acquisition 5538,Synthetic region,Synthetic district,Highway,1568,745,49.72,15,79,1,0.0,0.0,1672,543.75,7,,,,,,124,1,"Synthetic — simulated, not government data"
SYN-005539,Synthetic acquisition 5539,Synthetic region,Synthetic district,Railway,4874,1004,24.35,11,63,3,0.0,0.0,5291,1821.59,2,,,,,,123,1,"Synthetic — simulated, not government data"
SYN-005540,Synthetic acquisition 5540,Synthetic region,Synthetic district,Highway,2387,207,2.03,12,13,5,0.0,0.0,5521,2147.77,7,,,,,,155,1,"Synthetic — simulated, not government data"
SYN-005541,Synthetic acquisition 5541,Synthetic region,Synthetic district,Road infrastructure,3019,1031,45.27,6,143,5,0.0,0.0,4512,1290.95,,,,,,,164,1,"Synthetic — simulated, not government data"
SYN-005542,Synthetic acquisition 5542,Synthetic region,Synthetic district,Road infrastructure,4167,2896,71.02,4,135,2,0.0,0.0,10516,762.22,2,,,,,,102,1,"Synthetic — simulated, not government data"
SYN-005543,Synthetic acquisition 5543,Synthetic region,Synthetic district,Highway,3749,825,45.73,13,133,4,0.0,0.0,4133,3169.75,6,,,,,,154,1,"Synthetic — simulated, not government data"
SYN-005544,Synthetic acquisition 5544,Synthetic region,Synthetic district,Highway,4247,1636,37.69,15,103,3,0.0,0.0,7217,3118.12,8,,,,,,105,1,"Synthetic — simulated, not government data"
SYN-005545,Synthetic acquisition 5545,Synthetic region,Synthetic district,Highway,281,128,37.84,12,118,1,0.0,0.0,386,188.48,4,,,,,,109,1,"Synthetic — simulated, not government data"
SYN-005546,Synthetic acquisition 5546,Synthetic region,Synthetic district,Irrigation,4027,1120,32.31,20,18,5,0.0,0.0,7876,352.28,3,,,,,,113,1,"Synthetic — simulated, not government data"
SYN-005547,Synthetic acquisition 5547,Synthetic region,Synthetic district,Railway,4608,3195,100.0,6,119,5,0.0,0.0,8508,708.98,0,,,,,,92,1,"Synthetic — simulated, not government data"
SYN-005548,Synthetic acquisition 5548,Synthetic region,Synthetic district,Road infrastructure,4022,1476,51.08,15,83,1,0.0,0.0,4471,,8,,,,,,113,1,"Synthetic — simulated, not government data"
SYN-005549,Synthetic acquisition 5549,Synthetic region,Synthetic district,Irrigation,3224,1388,61.15,11,48,4,0.0,0.0,6790,2286.73,2,,,,,,113,1,"Synthetic — simulated, not government data"
SYN-005550,Synthetic acquisition 5550,Synthetic region,Synthetic district,Railway,1804,1370,62.73,5,49,3,0.0,0.0,2940,351.69,5,,,,,,69,0,"Synthetic — simulated, not government data"
SYN-005551,Synthetic acquisition 5551,Synthetic region,Synthetic district,Railway,2571,947,82.83,14,36,3,0.0,0.0,5443,221.4,1,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-005552,Synthetic acquisition 5552,Synthetic region,Synthetic district,Highway,1035,468,27.46,10,159,3,0.0,0.0,1452,260.15,5,,,,,,136,1,"Synthetic — simulated, not government data"
SYN-005553,Synthetic acquisition 5553,Synthetic region,Synthetic district,Railway,3966,913,0.0,16,82,3,0.0,0.0,6647,1503.82,5,,,,,,156,1,"Synthetic — simulated, not government data"
SYN-005554,Synthetic acquisition 5554,Synthetic region,Synthetic district,Highway,4418,4179,92.49,4,18,4,0.0,0.0,7902,2921.38,5,,,,,,55,0,"Synthetic — simulated, not government data"
SYN-005555,Synthetic acquisition 5555,Synthetic region,Synthetic district,Railway,1816,1308,63.65,2,15,5,0.0,0.0,,1202.85,,,,,,,88,0,"Synthetic — simulated, not government data"
SYN-005556,Synthetic acquisition 5556,Synthetic region,Synthetic district,Highway,776,413,54.33,6,6,3,0.0,0.0,1489,500.12,,,,,,,47,0,"Synthetic — simulated, not government data"
SYN-005557,Synthetic acquisition 5557,Synthetic region,Synthetic district,Road infrastructure,392,306,71.17,4,140,3,0.0,0.0,463,153.56,2,,,,,,62,0,"Synthetic — simulated, not government data"
SYN-005558,Synthetic acquisition 5558,Synthetic region,Synthetic district,Railway,512,462,65.0,6,118,2,0.0,0.0,1410,,2,,,,,,88,0,"Synthetic — simulated, not government data"
SYN-005559,Synthetic acquisition 5559,Synthetic region,Synthetic district,Highway,1702,1017,75.46,9,89,1,0.0,0.0,3914,761.58,7,,,,,,96,1,"Synthetic — simulated, not government data"
SYN-005560,Synthetic acquisition 5560,Synthetic region,Synthetic district,Highway,1612,1402,77.97,8,60,5,0.0,0.0,,813.01,2,,,,,,65,0,"Synthetic — simulated, not government data"
SYN-005561,Synthetic acquisition 5561,Synthetic region,Synthetic district,Irrigation,4848,1442,61.64,11,19,2,0.0,0.0,13306,2828.47,5,,,,,,69,0,"Synthetic — simulated, not government data"
SYN-005562,Synthetic acquisition 5562,Synthetic region,Synthetic district,Highway,3609,1351,33.25,10,121,5,0.0,0.0,7398,434.65,8,,,,,,158,1,"Synthetic — simulated, not government data"
SYN-005563,Synthetic acquisition 5563,Synthetic region,Synthetic district,Power,928,436,15.69,11,145,1,0.0,0.0,976,252.8,,,,,,,147,1,"Synthetic — simulated, not government data"
SYN-005564,Synthetic acquisition 5564,Synthetic region,Synthetic district,Railway,489,335,80.75,3,57,3,0.0,0.0,1044,220.1,8,,,,,,68,0,"Synthetic — simulated, not government data"
SYN-005565,Synthetic acquisition 5565,Synthetic region,Synthetic district,Highway,4518,2262,86.6,13,61,4,0.0,0.0,12590,1293.98,8,,,,,,117,1,"Synthetic — simulated, not government data"
SYN-005566,Synthetic acquisition 5566,Synthetic region,Synthetic district,Irrigation,3503,2583,100.0,2,102,5,0.0,0.0,,1544.7,,,,,,,82,0,"Synthetic — simulated, not government data"
SYN-005567,Synthetic acquisition 5567,Synthetic region,Synthetic district,Highway,3413,502,0.0,19,145,1,0.0,0.0,3588,2332.99,3,,,,,,192,1,"Synthetic — simulated, not government data"
SYN-005568,Synthetic acquisition 5568,Synthetic region,Synthetic district,Industrial,4904,2199,74.12,8,20,1,0.0,0.0,10212,1673.83,2,,,,,,70,0,"Synthetic — simulated, not government data"
SYN-005569,Synthetic acquisition 5569,Synthetic region,Synthetic district,Highway,4119,4062,100.0,1,75,5,0.0,0.0,5845,1578.6,8,,,,,,54,0,"Synthetic — simulated, not government data"
SYN-005570,Synthetic acquisition 5570,Synthetic region,Synthetic district,Road infrastructure,1666,499,37.93,11,147,5,0.0,0.0,2440,,7,,,,,,163,1,"Synthetic — simulated, not government data"
SYN-005571,Synthetic acquisition 5571,Synthetic region,Synthetic district,Railway,3126,2366,100.0,4,4,5,0.0,0.0,6200,417.72,3,,,,,,68,0,"Synthetic — simulated, not government data"
SYN-005572,Synthetic acquisition 5572,Synthetic region,Synthetic district,Power,3868,2159,49.68,6,14,1,0.0,0.0,,2897.59,1,,,,,,60,0,"Synthetic — simulated, not government data"
SYN-005573,Synthetic acquisition 5573,Synthetic region,Synthetic district,Power,2807,1470,67.47,9,31,4,0.0,0.0,7109,426.78,7,,,,,,87,0,"Synthetic — simulated, not government data"
SYN-005574,Synthetic acquisition 5574,Synthetic region,Synthetic district,Irrigation,1601,664,33.47,13,22,5,0.0,0.0,2691,746.58,5,,,,,,137,1,"Synthetic — simulated, not government data"
SYN-005575,Synthetic acquisition 5575,Synthetic region,Synthetic district,Highway,459,51,47.2,17,155,3,0.0,0.0,1129,83.58,,,,,,,130,1,"Synthetic — simulated, not government data"
SYN-005576,Synthetic acquisition 5576,Synthetic region,Synthetic district,Road infrastructure,246,87,54.61,13,37,4,0.0,0.0,554,,,,,,,,100,1,"Synthetic — simulated, not government data"
SYN-005577,Synthetic acquisition 5577,Synthetic region,Synthetic district,Industrial,4308,1534,46.72,9,31,5,0.0,0.0,6290,1716.85,3,,,,,,116,1,"Synthetic — simulated, not government data"
SYN-005578,Synthetic acquisition 5578,Synthetic region,Synthetic district,Highway,3341,2437,70.91,3,87,3,0.0,0.0,3786,,1,,,,,,63,0,"Synthetic — simulated, not government data"
SYN-005579,Synthetic acquisition 5579,Synthetic region,Synthetic district,Irrigation,3689,2001,49.9,7,81,5,0.0,0.0,6153,2530.71,,,,,,,100,1,"Synthetic — simulated, not government data"
SYN-005580,Synthetic acquisition 5580,Synthetic region,Synthetic district,Highway,528,99,1.15,9,24,2,0.0,0.0,908,295.55,6,,,,,,130,1,"Synthetic — simulated, not government data"
SYN-005581,Synthetic acquisition 5581,Synthetic region,Synthetic district,Highway,626,359,47.71,5,166,5,0.0,0.0,,133.37,1,,,,,,125,1,"Synthetic — simulated, not government data"
SYN-005582,Synthetic acquisition 5582,Synthetic region,Synthetic district,Highway,1623,204,11.52,14,132,2,0.0,0.0,4095,1074.97,1,,,,,,150,1,"Synthetic — simulated, not government data"
SYN-005583,Synthetic acquisition 5583,Synthetic region,Synthetic district,Industrial,1634,1294,93.62,4,132,1,0.0,0.0,2486,,8,,,,,,106,1,"Synthetic — simulated, not government data"
SYN-005584,Synthetic acquisition 5584,Synthetic region,Synthetic district,Highway,960,226,33.03,8,63,4,0.0,0.0,,250.88,3,,,,,,76,0,"Synthetic — simulated, not government data"
SYN-005585,Synthetic acquisition 5585,Synthetic region,Synthetic district,Power,2193,1931,90.67,3,175,5,0.0,0.0,4123,201.31,0,,,,,,95,1,"Synthetic — simulated, not government data"
SYN-005586,Synthetic acquisition 5586,Synthetic region,Synthetic district,Road infrastructure,4931,3003,77.95,6,128,1,0.0,0.0,9396,3873.8,6,,,,,,89,0,"Synthetic — simulated, not government data"
SYN-005587,Synthetic acquisition 5587,Synthetic region,Synthetic district,Road infrastructure,3961,1759,66.96,12,38,3,0.0,0.0,7524,2667.7,3,,,,,,135,1,"Synthetic — simulated, not government data"
SYN-005588,Synthetic acquisition 5588,Synthetic region,Synthetic district,Power,3372,2838,100.0,2,171,1,0.0,0.0,3617,3009.09,0,,,,,,60,0,"Synthetic — simulated, not government data"
SYN-005589,Synthetic acquisition 5589,Synthetic region,Synthetic district,Irrigation,3284,939,41.02,7,57,1,0.0,0.0,3768,941.06,2,,,,,,73,0,"Synthetic — simulated, not government data"
SYN-005590,Synthetic acquisition 5590,Synthetic region,Synthetic district,Industrial,3992,1834,41.17,13,169,1,0.0,0.0,8736,678.61,8,,,,,,143,1,"Synthetic — simulated, not government data"
SYN-005591,Synthetic acquisition 5591,Synthetic region,Synthetic district,Industrial,4048,3340,71.35,4,66,3,0.0,0.0,5451,2166.25,3,,,,,,62,0,"Synthetic — simulated, not government data"
SYN-005592,Synthetic acquisition 5592,Synthetic region,Synthetic district,Railway,2597,721,20.76,11,143,3,0.0,0.0,,,4,,,,,,135,1,"Synthetic — simulated, not government data"
SYN-005593,Synthetic acquisition 5593,Synthetic region,Synthetic district,Railway,580,310,77.39,13,44,5,0.0,0.0,991,450.71,5,,,,,,64,0,"Synthetic — simulated, not government data"
SYN-005594,Synthetic acquisition 5594,Synthetic region,Synthetic district,Railway,4317,3573,100.0,5,5,4,0.0,0.0,10186,1743.95,2,,,,,,62,0,"Synthetic — simulated, not government data"
SYN-005595,Synthetic acquisition 5595,Synthetic region,Synthetic district,Highway,3839,1227,12.61,16,20,5,0.0,0.0,6524,851.56,5,,,,,,116,1,"Synthetic — simulated, not government data"
SYN-005596,Synthetic acquisition 5596,Synthetic region,Synthetic district,Power,3600,2475,78.93,7,34,4,0.0,0.0,,3007.67,7,,,,,,52,0,"Synthetic — simulated, not government data"
SYN-005597,Synthetic acquisition 5597,Synthetic region,Synthetic district,Railway,3808,1965,66.91,4,54,3,0.0,0.0,6212,1734.78,7,,,,,,88,0,"Synthetic — simulated, not government data"
SYN-005598,Synthetic acquisition 5598,Synthetic region,Synthetic district,Highway,335,106,57.04,16,142,5,0.0,0.0,871,258.25,4,,,,,,165,1,"Synthetic — simulated, not government data"
SYN-005599,Synthetic acquisition 5599,Synthetic region,Synthetic district,Railway,4320,3344,7.59,8,109,2,0.0,0.0,7320,1922.64,5,,,,,,124,1,"Synthetic — simulated, not government data"
SYN-005600,Synthetic acquisition 5600,Synthetic region,Synthetic district,Power,179,10,22.08,18,145,5,0.0,0.0,230,114.17,5,,,,,,200,1,"Synthetic — simulated, not government data"
SYN-005601,Synthetic acquisition 5601,Synthetic region,Synthetic district,Road infrastructure,3769,2637,62.19,5,38,3,0.0,0.0,6566,505.9,1,,,,,,51,0,"Synthetic — simulated, not government data"
SYN-005602,Synthetic acquisition 5602,Synthetic region,Synthetic district,Road infrastructure,1248,733,70.37,8,37,2,0.0,0.0,3298,664.01,6,,,,,,58,0,"Synthetic — simulated, not government data"
SYN-005603,Synthetic acquisition 5603,Synthetic region,Synthetic district,Irrigation,3257,540,65.5,14,87,5,0.0,0.0,6314,,0,,,,,,126,1,"Synthetic — simulated, not government data"
SYN-005604,Synthetic acquisition 5604,Synthetic region,Synthetic district,Irrigation,885,144,25.4,13,55,5,0.0,0.0,1897,519.99,8,,,,,,164,1,"Synthetic — simulated, not government data"
SYN-005605,Synthetic acquisition 5605,Synthetic region,Synthetic district,Railway,1251,320,12.54,10,11,2,0.0,0.0,1889,556.13,7,,,,,,108,1,"Synthetic — simulated, not government data"
SYN-005606,Synthetic acquisition 5606,Synthetic region,Synthetic district,Industrial,846,171,19.87,24,35,4,0.0,0.0,,654.54,,,,,,,149,1,"Synthetic — simulated, not government data"
SYN-005607,Synthetic acquisition 5607,Synthetic region,Synthetic district,Power,1289,792,69.91,4,78,1,0.0,0.0,2340,433.94,1,,,,,,65,0,"Synthetic — simulated, not government data"
SYN-005608,Synthetic acquisition 5608,Synthetic region,Synthetic district,Road infrastructure,2559,2502,69.68,2,108,5,0.0,0.0,4893,1481.63,0,,,,,,47,0,"Synthetic — simulated, not government data"
SYN-005609,Synthetic acquisition 5609,Synthetic region,Synthetic district,Highway,3236,984,68.26,16,170,2,0.0,0.0,7552,718.84,3,,,,,,129,1,"Synthetic — simulated, not government data"
SYN-005610,Synthetic acquisition 5610,Synthetic region,Synthetic district,Railway,266,226,100.0,1,37,3,0.0,0.0,318,120.29,8,,,,,,63,0,"Synthetic — simulated, not government data"
SYN-005611,Synthetic acquisition 5611,Synthetic region,Synthetic district,Irrigation,2070,1045,30.72,17,2,3,0.0,0.0,5465,,6,,,,,,122,1,"Synthetic — simulated, not government data"
SYN-005612,Synthetic acquisition 5612,Synthetic region,Synthetic district,Road infrastructure,4497,3969,100.0,3,44,5,0.0,0.0,7413,1511.69,,,,,,,47,0,"Synthetic — simulated, not government data"
SYN-005613,Synthetic acquisition 5613,Synthetic region,Synthetic district,Railway,1064,591,54.52,5,54,3,0.0,0.0,1264,516.32,5,,,,,,97,1,"Synthetic — simulated, not government data"
